Pclass,Age,Fare,Family_size,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Embarked_nan,Family_type_large,Family_type_small
1,0.2920162745843762,-0.5311895120600114,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-1.785093262912034,-0.3872541151670485,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,-1.8620232457822716,-0.0230831193492343,3.013908748615384,1,0,0.0,0.0,1.0,0.0,True,False
1,0.7535961718058007,-0.6274673695134984,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.3618885798126418,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,1.907545914859362,-0.357889368643735,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4820878047587331,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,0.0612263259736639,-0.4882649920929489,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.4757488706239955,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
1,0.445876240324851,9.2377241678583,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
1,-0.6311435198584728,0.8736642494297352,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
1,0.2150862917141388,-0.0401724390472282,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-1.01579343420966,-0.4445394403518732,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.5542135369882354,-0.4878644762059423,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,0.6766661889355633,1.105534064649266,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,0.7117576276645045,5.392958669917107,0,1,0.0,0.0,1.0,0.0,True,False
2,-0.3234235883775231,-0.1268225107553664,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
2,0.2920162745843762,-0.093125260646646,1.2296213076390925,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,-0.3174526685132705,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
1,-0.8619334684691851,1.4694643658234467,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
3,-0.0926336397668108,-0.3174526685132705,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-2.0928131943929835,0.1367381240235539,2.4191462682899534,0,1,0.0,0.0,1.0,0.0,True,False
3,-2.2143625673279588,-0.463473443798676,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
2,-0.2464936055072857,-0.4252838688611758,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,0.9074561375462756,-0.4902714226422795,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,1.4459660176379374,0.8499972265105193,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
2,1.4459660176379374,0.6241447773818315,1.2296213076390925,1,0,0.0,0.0,1.0,0.0,False,True
1,1.4459660176379374,0.1350532615181179,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
3,-1.9389532286525089,-0.0252493711419377,3.013908748615384,0,1,0.0,0.0,1.0,0.0,True,False
1,0.7535961718058007,0.4489190768164852,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
3,0.2920162745843762,-0.3222665613859448,1.2296213076390925,1,0,0.0,0.0,1.0,0.0,False,True
2,-0.0157036568965734,-0.4252838688611758,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,1.5228960005081749,1.5076539407609466,0.6348588273136618,0,1,1.0,0.0,0.0,0.0,False,True
3,-0.0926336397668108,0.7117576276645045,5.392958669917107,0,1,0.0,0.0,1.0,0.0,True,False
3,-0.0926336397668108,-0.4882649920929489,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
1,0.984386120416513,0.3738223480027655,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
1,0.5228062231950885,0.7396782063260158,0.6348588273136618,1,0,0.0,0.0,1.0,0.0,False,True
1,2.446055794951024,0.0175942754248639,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.8619334684691851,-0.497492261951291,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
3,-0.8619334684691851,-0.483131456733529,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
2,-2.195130071610399,-0.3482615828983863,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,0.2150862917141388,0.4603915463106428,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.3491434880726602,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
3,-1.01579343420966,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,0.1381563088439014,0.4701002054562524,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
1,1.4459660176379374,-0.1162319464354828,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.5542135369882354,-0.4883458654932097,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-1.246583382820372,-0.4882649920929489,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
3,0.2150862917141388,-0.3222665613859448,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,-0.4748669654497216,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
2,1.2921060518974627,-0.1268225107553664,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4773547852863197,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,0.984386120416513,-0.107566939264669,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,0.445876240324851,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-2.0928131943929835,-0.0902369249230414,2.4191462682899534,1,0,0.0,0.0,1.0,0.0,True,False
3,0.1381563088439014,-0.4602654655883258,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.3290060114076889,0.0400963469882312,1,0,0.0,1.0,0.0,0.0,False,True
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.7850034855989476,-0.1268225107553664,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.7080735027287102,-0.4606659814753323,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-1.1696533999501346,0.2756189334002088,3.6086712289408154,0,1,0.0,0.0,1.0,0.0,True,False
2,0.3689462574546136,-0.1845892252274585,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,-0.4784773851042274,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.4782366904605936,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
3,1.6767559662486498,-0.4782366904605936,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4805627634966699,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.4782366904605936,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.4782366904605936,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.4445394403518732,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.3234235883775231,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.7850034855989476,4.436747932539913,2.4191462682899534,0,1,0.0,0.0,1.0,0.0,True,False
3,0.445876240324851,-0.4754292281372499,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
1,0.445876240324851,0.9798914606724656,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
3,-1.5543033143013218,-0.32130378281141,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.7080735027287102,-0.5502043889070751,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
2,0.984386120416513,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,0.0612263259736639,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.0926336397668108,-0.6274673695134984,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.6311435198584728,-0.4773547852863197,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,1.3690360347677,-0.4878644762059423,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.3234235883775231,2.2907144899016902,1.2296213076390925,1,0,0.0,0.0,1.0,0.0,False,True
3,-1.01579343420966,-0.4499945437551878,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,1.2151760690272253,0.9798914606724656,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,0.6766661889355633,-0.4606659814753323,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,2.0614058805998368,0.0561054184062586,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.1969455254530391,0.6348588273136618,1,0,1.0,0.0,0.0,0.0,False,True
1,0.1381563088439014,0.3448581173664585,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,0.0612263259736639,1.172928564866707,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
1,-0.0926336397668108,-0.0936875233341743,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-1.1696533999501346,-0.476230259911263,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-1.01579343420966,-0.4785582585044883,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
3,0.8305261546760382,-0.4450208296391406,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
1,1.9844758977295995,-0.0401724390472282,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.7850034855989476,-0.4777553011733262,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,1.2151760690272253,-0.1162319464354828,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,0.5228062231950885,1.6832012093701876,1.2296213076390925,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.1695636226370482,-0.4748669654497216,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
1,1.5228960005081749,0.8499972265105193,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
1,0.9074561375462756,1.9624069959853,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
1,-0.7850034855989476,0.3950034766425326,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,0.2920162745843762,-0.4777553011733262,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.1695636226370482,0.3950034766425326,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
1,-0.0926336397668108,-0.0936875233341743,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
1,0.445876240324851,-0.1212865339517909,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0157036568965734,-0.426005952792077,0.6348588273136618,1,0,0.0,0.0,1.0,0.0,False,True
2,0.0612263259736639,-0.2231003682088533,1.2296213076390925,1,0,0.0,0.0,1.0,0.0,False,True
3,0.3689462574546136,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0157036568965734,-0.4754292281372499,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
1,-0.7850034855989476,-0.0498002247925769,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
1,0.445876240324851,1.9842293351557068,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,0.7117576276645045,5.392958669917107,0,1,0.0,0.0,1.0,0.0,True,False
2,0.8305261546760382,-0.3241921185350146,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
1,2.522985777821261,-0.1162319464354828,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.3234235883775231,-0.4748669654497216,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.2464936055072857,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.8619334684691851,-0.3491434880726602,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
2,0.3689462574546136,-0.2231003682088533,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,1.4459660176379374,-0.476230259911263,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.4003535712477605,-0.1624453180131566,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
2,-0.9388634513394224,-0.3964005116251298,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
1,0.6766661889355633,0.7451333097293302,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
3,-0.0926336397668108,-0.4882649920929489,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,0.8305261546760382,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.5542135369882354,-0.4541672260972219,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-2.0928131943929835,-0.426005952792077,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
1,-0.0926336397668108,0.954778344334298,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
3,-0.8619334684691851,-0.4782366904605936,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.1937356216855398,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.7850034855989476,-0.1268225107553664,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,2.3691258120807865,0.8215143851614796,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
3,-0.7080735027287102,-0.476230259911263,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,1.2151760690272253,0.0561054184062586,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4724600190133844,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
2,-0.4003535712477605,-0.3771449401344324,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4782366904605936,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.3290060114076889,0.0400963469882312,1,0,0.0,1.0,0.0,0.0,False,True
3,0.7535961718058007,-0.0252493711419377,3.013908748615384,0,1,0.0,0.0,1.0,0.0,True,False
3,-0.2464936055072857,-0.476230259911263,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
2,-0.4003535712477605,-0.107566939264669,1.2296213076390925,1,0,0.0,0.0,1.0,0.0,False,True
2,0.5228062231950885,-0.3771449401344324,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
1,0.5997362060653258,-0.0555768962397861,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
1,-0.0926336397668108,0.4315890624748576,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
2,-0.0926336397668108,-0.4252838688611758,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.7850034855989476,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,1.0613161032867504,-0.5032689333985003,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.3234235883775231,1.1263146774020265,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
3,1.3690360347677,-0.4541672260972219,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-1.01579343420966,1.0381395644318252,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
2,-2.182821274351161,-0.2664254040629225,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.5542135369882354,-0.4902714226422795,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.7850034855989476,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.0926336397668108,-0.3675171543890837,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-1.1696533999501346,0.1367381240235539,2.4191462682899534,0,1,0.0,0.0,1.0,0.0,True,False
3,0.5228062231950885,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.0157036568965734,-0.0498002247925769,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,0.984386120416513,-0.4801622476096634,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.0926336397668108,0.3738223480027655,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.1695636226370482,0.8499972265105193,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-0.0157036568965734,-0.4782366904605936,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
2,-1.8620232457822716,-0.093125260646646,1.2296213076390925,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.5542135369882354,-0.4380406849737629,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4782366904605936,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
2,0.0612263259736639,-0.3771449401344324,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
1,2.522985777821261,-0.1162319464354828,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,0.3689462574546136,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4782366904605936,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
3,1.138246086156988,-0.3174526685132705,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,1.2151760690272253,-0.4782366904605936,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
2,-0.7850034855989476,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.8619334684691851,0.7878171350527592,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,0.1381563088439014,-0.4777553011733262,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.0926336397668108,-0.6274673695134984,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.6311435198584728,-0.4878644762059423,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.3234235883775231,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,0.2150862917141388,-0.4664426529225415,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,0.0612263259736639,-0.1653336537367612,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
3,0.8305261546760382,-0.4883458654932097,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,0.2920162745843762,-0.4754292281372499,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,0.5228062231950885,-0.483131456733529,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,1.3690360347677,0.38449378572291,0.6348588273136618,1,0,0.0,0.0,1.0,0.0,False,True
2,0.3689462574546136,-0.1268225107553664,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.7850034855989476,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,1.5998259833784123,-0.4252838688611758,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.1797753323547842,0.6348588273136618,1,0,0.0,1.0,0.0,0.0,False,True
3,-0.0926336397668108,-0.4782366904605936,0.0400963469882312,0,1,0.0,1.0,0.0,0.0,False,True
2,-0.0926336397668108,-0.6274673695134984,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,0.445876240324851,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,0.445876240324851,-0.1268225107553664,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.8619334684691851,3.753656533907424,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
3,-1.01579343420966,0.2756189334002088,3.6086712289408154,1,0,0.0,0.0,1.0,0.0,True,False
3,-0.6311435198584728,-0.4801622476096634,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
1,-0.0926336397668108,-0.0305446533018795,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,0.9074561375462756,-0.3558039902512925,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
1,-1.1696533999501346,1.6832012093701876,1.2296213076390925,1,0,0.0,0.0,1.0,0.0,False,True
1,-0.6311435198584728,0.8607476120737754,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
